Teff,logg,logR,GaiaDR3_G,GaiaDR3_BP,GaiaDR3_RP,L/Lsun,logTeff,logLum
3581.197095397253,0.4698052770254296,-0.9595200410288995,12.520383979560599,13.606960975175767,11.484581450328765,0.0017867694363291882,3.554028223577643,-2.747931484981879
8577.057640797242,0.7767606184740122,0.24029755813567022,1.8125783943931688,1.8343197804534166,1.7800528855291111,14.75516715577389,3.9333383286967556,1.1689441338237123
7189.461133113301,3.626358972032961,-0.2726900587023221,5.035481651965324,5.189077608499875,4.796484109041788,0.6861213701884313,3.856696340217989,-0.16359905376734005
8547.617010297678,4.816423242011272,1.4215631600465966,-4.054526474111604,-4.011030423694479,-4.141586499834524,3353.530353040522,3.931845054666501,3.525502241524546
6669.857785756499,2.024005601863678,0.35432455402021046,2.1883718461858264,2.3484117893920744,1.8974412462634929,9.122441917148713,3.824116574018551,0.9601111068799733
9187.640529751872,3.558717484984713,0.18798834049470348,1.8749690028467711,1.879046340421632,1.8769474000575694,15.268218393055404,3.963203994903574,1.1837883633690516
4486.840775193479,0.21824610333863537,1.3750243726798312,-0.8914377615231934,-0.2758459226553367,-1.6286614789914722,205.49775419685568,3.6519406579703793,2.3128070800065283
5681.725093213858,5.39987967817619,0.19388899135217907,3.7574136202847437,4.06324727003968,3.290041904233782,2.294534292614082,3.754480216822938,0.36069455276145784
3479.8497684541217,5.007032833972272,0.6385755234704196,4.492688459823588,5.636455249041848,3.4408607076224302,2.502584382082719,3.5415604950558537,0.3983887299296034
4539.293213245902,5.276771721950051,0.7480247542339077,2.1800896977281927,2.775782313040933,1.4486035391007648,11.994942154257766,3.656988236671439,1.0789981579189198
3996.8225136655174,1.45191536434958,0.21401317982996426,5.704263227363054,6.453465208596114,4.866110508298007,0.6164268036310605,3.6017148630344047,-0.21011848543710374
5059.111872827981,4.5538201118451935,-0.07273663060300106,5.668823461709289,6.09087551949127,5.077613295295006,0.42249305472657345,3.7040742831276168,-0.37418042593018574
3399.519764598745,0.22259260445274875,-0.8776412498243704,12.730433369130136,14.246247401095788,11.554467230504281,0.002115356089468002,3.531417570478866,-2.674616514967927
5848.904073990276,5.309698067463886,1.9671509439526518,-5.240550501239214,-4.959696076682955,-5.684131559117277,9069.755621776681,3.767074498696487,3.9575955854566
5091.525155969443,0.45498906862370986,-0.4495507650721843,7.501393218946555,7.9505947627125595,6.895337913242302,0.07643385216858521,3.7068478938507763,-1.1167142519759146
3746.544204750132,1.8250660310527604,1.2192035905653917,1.2328733968106071,2.168743563018921,0.2787604493976912,48.74457951370623,3.5736308611209076,1.6879263283797623
6659.176451768223,0.8712288550656745,-0.5883623708680726,6.890320365245999,7.030325422792239,6.615795022242462,0.11801930481956066,3.8234205227787097,-0.9280469478559582
8838.506162730873,4.342702505782127,-0.6806985602587087,6.341560617861626,6.357493767698115,6.2980545867178765,0.2393944394269375,3.946378869073573,-0.6208859414577769
4919.801689009014,4.450388369012272,-0.937501408481076,10.14405075406357,10.600863113876544,9.522653351918748,0.007043414950315772,3.6919475972582414,-2.1522167251638376
8521.771153033867,2.1899899760766455,0.18477165985749533,2.1081354044851506,2.1278829894624414,2.0682089186312904,11.134186503942257,3.9305298673076323,1.0466584917108688
6749.95708463584,4.982463789259751,-0.7650614307757951,7.791087431242073,8.014222764059959,7.466686725988351,0.05521751881333703,3.8293010116510113,-1.257923112182196
6143.35363989391,4.06394007366281,0.13303713104549608,3.7005155936867427,3.9622961673902917,3.2862750618879275,2.3696926909862883,3.788405516041348,0.3746920290217325
9493.967549703299,2.107220204990576,-0.9138984574607302,7.2935035104373895,7.294692916245658,7.314113681472794,0.1088904417638816,3.977447742970199,-0.9630102402753155
4010.51418721817,0.4499790152753365,-0.8343870982192995,10.906980761540654,11.6576846172821,10.072876619235801,0.005000595598914241,3.6032000569981686,-2.3009782656805755
3124.1507189823724,3.7291354832552863,-0.3904261967185909,10.645740252168933,12.435824397108448,9.409270971433248,0.014225620513774509,3.49473197745988,-1.8469287808323134
8101.863693484338,4.07083573544906,0.343028402490696,1.5071261711253188,1.5724380869979973,1.389543659364342,18.85351092454167,3.9085849322978823,1.27539223693827
7881.732617542773,2.5397376670262983,0.051264578070784994,3.0412898621661038,3.088336662466292,2.929708839275154,4.405666810290148,3.896621697632426,0.6440116494366229
2872.622876963429,5.445579244992595,0.7760677392158148,5.463885353782889,7.8516867367224545,4.064908624988668,2.1889993889064363,3.458278614782711,0.3402456403278222
6458.593816494879,0.4707308220189181,-0.5515843768494009,6.8356473724234466,7.006637728319705,6.528345945537886,0.12370260315571878,3.8101379724512108,-0.9076211611286092
4601.428128736281,4.967437468483433,0.10901781109437514,5.295417211905113,5.859561444765829,4.587672506953412,0.6677315501828945,3.662892643023013,-0.17539810295384853
8646.89987416185,3.6063877362617816,0.11931046080951824,2.400168670424775,2.419431019801492,2.355549075617581,8.73088654897227,3.936860430138944,0.9410583449401599
8307.81314535942,5.099227326096012,1.6776701940227938,-5.232560921859088,-5.156351652375947,-5.355731314014189,9733.812383362707,3.919486720066732,3.988282971077865
3170.3177026944136,2.2012321392673817,1.0680710360244845,3.6990376702985848,5.745448419744175,2.3938978071976265,12.46088585640829,3.501102785755106,1.0955489178347404
8507.519942122944,3.064358002521043,0.08960052808179653,2.5948224196852823,2.6162526481925243,2.5457918403431097,7.135241256572634,3.929802975780636,0.8534086620514856
9899.16824644189,0.30947291502376967,1.8895578976860203,-6.809654933645068,-6.855450033216944,-6.790524869524601,52060.25853365353,3.99559870559192,4.716506320505071
5325.469982922622,2.8956637489072437,-0.05309313969919527,5.307388498089865,5.676055962763941,4.756418025025714,0.5678598819958758,3.7263579411216723,-0.24575881214635276
8319.051501095186,2.5550530228192234,1.2658552780365686,-3.2178407411038763,-3.1919470360268907,-3.2795218468242253,1468.931386594233,3.9200738129106045,3.1670015104809055
8158.347429750723,0.32331431113747616,1.5086409259923474,-4.371361025381368,-4.329193737396423,-4.429338200776515,4156.103356911721,3.911602196152775,3.618686339361145
7999.947942223934,4.830431864558161,1.9873975460266635,-6.6530641149263925,-6.550033874130872,-6.805724471047291,34844.91733474595,3.903087160932138,4.542139438547228
8348.379311476332,3.050428117193932,1.9571793347857414,-6.681604057130251,-6.653783554256378,-6.746883018291047,35955.31227396504,3.921602173160389,4.555763064978389
3405.153529508495,4.305118814603933,1.6923704659093453,-0.5226499017434483,0.7944609345669589,-1.6350046446560107,293.956742569579,3.532136697897902,2.4682834261756486
4469.3657506740155,1.1225168643255365,-0.38372921426907547,7.931734577383644,8.51570676243945,7.204699037206569,0.06144985475231296,3.6502458966160134,-1.2114791393087483
2737.696900102952,3.995008195838357,1.0912700928562238,4.287748406541821,6.7449292853733525,2.94443480946762,7.710407747411275,3.437385364214572,0.8870773453360857
6508.364131246665,4.90325322116094,-0.7087461386980363,7.664663179061435,7.8995460895480765,7.307361409540029,0.06185727685433684,3.8134718429383314,-1.2086092028773987
